,x,y,z,w,ra,dec,redshift,dist
1722,72.34,-31.35,-8.77,35.243,33.963,35.9135,,79.32724
1723,52.87,-16.31,-3.33,34.433,33.9756,42.8238,,55.42871
1724,50.27,-65.89,-26.82,35.133,34.0234,5.1454,,87.10842
1725,59.91,-49.93,-18.61,35.203,34.0602,18.3111,,80.17821
1726,5.15,-14.32,-6.3,31.593,34.0435,-11.9268,,16.470425
1727,40.57,-20.13,-6.18,34.863,34.0533,32.6495,,45.709236
1728,23.47,-13.62,-4.5,32.533,34.0629,28.5997,,27.506277
1729,74.83,-38.09,-11.9,35.093,34.0974,31.9994,,84.80558
1730,18.56,-48.9,-21.49,34.483,34.0839,-10.9997,,56.546474
1731,23.4,-13.77,-4.61,31.973,34.1332,28.2047,,27.539516
1732,0.16,-31.63,-14.89,33.703,34.1637,-29.9492,,34.9599
1733,54.08,-97.75,-41.89,36.469,34.2157,-3.1928,,119.30834
1734,86.04,-45.54,-14.77,35.343,34.2591,30.9433,,98.462814
1735,24.73,-23.33,-9.11,32.493,34.2945,14.5479,,35.197357
1736,88.79,-47.62,-15.62,35.003,34.3053,30.5856,,101.957405
1737,26.44,-24.89,-9.77,33.253,34.3595,14.5801,,37.603706
1738,-51.32,-54.48,-29.88,35.079,34.3813,-69.9035,,80.58925
1739,9.05,-55.28,-25.59,34.803,34.3997,-21.7648,,61.584324
1740,22.75,-22.96,-9.17,33.143,34.4074,12.5089,,33.597813
1741,11.93,-32.23,-14.4,32.943,34.3862,-11.5188,,37.262016
1742,7.59,-16.1,-7.09,31.923,34.4517,-6.8324,,19.159494
1743,40.36,-20.11,-6.49,34.053,34.4634,32.396,,45.557236
1744,24.65,-23.23,-9.19,33.143,34.4719,14.5214,,35.09575
1745,25.09,-23.62,-9.36,33.513,34.4984,14.5441,,35.70745
1746,100.24,-43.35,-13.03,35.663,34.4991,35.7632,,109.98664
1747,51.13,-25.99,-8.5,34.913,34.5014,31.8817,,57.982815
1748,-17.39,-49.98,-25.21,35.199,34.5099,-47.5372,,58.617035
1749,1.98,-42.36,-20.09,34.053,34.5105,-27.8184,,46.92439
1750,70.43,-28.68,-8.36,34.793,34.5457,37.0962,,76.50371
1751,23.07,-22.7,-9.12,32.013,34.5633,13.2043,,33.625725
1752,97.47,-39.0,-11.29,35.872,34.5763,37.4642,,105.58819
1753,8.15,-93.99,-44.53,35.723,34.6455,-25.7567,,104.32384
1754,18.64,-39.56,-17.61,34.489,34.6617,-6.9035,,47.143986
1755,38.98,-20.86,-7.11,34.043,34.6838,30.5022,,44.7787
1756,19.93,-41.75,-18.6,33.903,34.6887,-6.6391,,49.862083
1757,25.28,-23.24,-9.32,33.733,34.7334,15.1578,,35.581432
1758,31.66,-41.64,-17.72,35.163,34.7379,4.815,,55.22901
1759,25.78,-23.61,-9.49,33.193,34.7737,15.2567,,36.22293
1760,20.03,-42.23,-18.9,33.819,34.7715,-6.7908,,50.416107
1761,55.39,-16.89,-4.08,34.663,34.8123,42.7344,,58.05145
1762,2.71,-12.27,-5.73,31.443,34.8115,-18.932,,13.810499
1763,25.3,-13.04,-4.44,32.293,34.8175,31.3986,,28.807034
1764,2.11,-12.31,-5.81,31.733,34.8717,-21.4354,,13.774771
1765,9.96,-35.8,-16.63,34.183,34.886,-16.0697,,40.71116
1766,-6.41,-43.38,-21.51,34.363,34.9068,-37.8189,,48.84253
1767,40.7,-22.93,-8.21,34.323,34.9697,29.036,,47.430782
1768,-11.35,-51.61,-25.94,34.183,34.9941,-41.4031,,58.866783
1769,3.85,-18.78,-8.88,32.353,35.0254,-19.7508,,21.12736
1770,-41.97,-68.62,-36.48,35.263,35.0649,-58.7082,,88.323135
1771,124.87,-53.17,-17.07,36.833,35.0769,35.897,,136.78798
1772,42.8,-49.98,-21.37,35.033,35.0831,8.0382,,69.18466
1773,49.28,-25.0,-8.74,34.413,35.1181,31.6836,,55.945564
1774,8.33,-10.15,-4.38,32.093,35.1217,6.8104,,13.841813
1775,15.8,-85.72,-41.04,35.429,35.2533,-20.8234,,96.34231
1776,52.25,-50.04,-21.07,35.263,35.3269,13.7179,,75.35256
1777,35.21,-22.53,-8.7,33.253,35.3553,25.4228,,42.697014
1778,51.26,-15.33,-4.05,34.373,35.3477,42.8761,,53.656303
1779,27.97,-24.32,-10.08,32.573,35.3487,16.5666,,38.4108
1780,70.38,-25.35,-7.7,35.073,35.3695,39.3757,,75.20144
1781,24.84,-23.39,-9.86,33.753,35.3793,14.1986,,35.515312
1782,45.14,-22.03,-7.8,35.123,35.385,32.5444,,50.830902
1783,8.54,-16.86,-7.75,32.303,35.4019,-5.5214,,20.426788
1784,27.29,-23.45,-9.77,33.773,35.4522,16.8747,,37.28404
1785,33.32,-15.94,-5.63,33.013,35.4435,33.0208,,37.36312
1786,17.15,-42.16,-19.72,33.369,35.4466,-10.0237,,49.60309
1787,-5.86,-41.72,-21.09,34.043,35.4955,-37.4549,,47.113544
1788,33.08,-15.64,-5.54,33.291,35.5041,33.2661,,37.00794
1789,-41.03,-67.23,-36.13,35.799,35.5117,-58.6081,,86.65282
1790,42.8,-19.67,-6.9,33.463,35.521,33.9447,,47.60629
1791,16.21,-83.66,-40.5,34.703,35.5435,-20.3888,,94.350464
1792,38.82,-21.93,-8.31,33.713,35.5523,28.7345,,45.35387
1793,23.95,-24.23,-10.45,33.383,35.5553,12.0301,,35.635628
1794,6.39,-10.21,-4.67,32.083,35.6253,-0.6173,,12.918402
1795,41.15,-23.62,-9.1,34.463,35.6704,28.2567,,48.31187
1796,-9.66,-44.0,-22.63,34.099,35.6972,-41.3711,,50.41262
1797,82.28,-76.4,-32.9,35.723,35.7323,14.4768,,117.00157
1798,53.27,-15.68,-4.39,34.419,35.7438,43.0118,,55.70303
1799,2.39,-12.73,-6.23,32.023,35.7607,-20.7119,,14.372818
1800,2.04,-11.46,-5.62,31.213,35.769,-21.2339,,12.92585
1801,52.77,-15.54,-4.4,34.369,35.7989,42.9914,,55.18627
1802,21.77,-40.89,-19.13,34.282,35.8051,-4.5172,,50.11868
1803,52.57,-16.4,-4.87,34.263,35.835,41.9514,,55.28365
1804,90.42,-57.33,-23.11,35.883,35.8826,25.465,,109.528885
1805,35.71,-75.96,-36.02,35.863,35.9068,-7.2589,,91.33765
1806,35.96,-76.76,-36.52,34.589,35.9738,-7.3524,,92.29805
1807,83.8,-49.27,-19.64,35.973,35.9814,27.4924,,99.17511
1808,97.99,-38.97,-13.55,35.869,35.983,37.0627,,106.3217
1809,46.51,-59.0,-27.01,35.413,36.0516,5.373,,79.83558
1810,35.53,-43.3,-19.76,33.323,36.0744,6.4819,,59.394684
1811,5.37,-9.09,-4.28,31.083,36.1034,-2.1624,,11.392252
1812,-42.99,-70.8,-38.61,35.079,36.1212,-58.434,,91.38661
1813,40.26,-20.16,-7.78,32.853,36.1316,31.6152,,45.692688
1814,37.34,-17.55,-6.64,33.843,36.142,33.1686,,41.789566
1815,-1.98,-1.84,-1.05,26.45,36.1773,-73.5131,,2.8997414
1816,19.03,-86.35,-42.78,35.583,36.169,-19.1417,,98.22725
1817,77.23,-48.59,-20.03,35.463,36.1756,25.5609,,93.4166
1818,51.82,-15.46,-4.72,35.359,36.185,42.6228,,54.282616
1819,52.99,-15.16,-4.53,34.479,36.222,43.325,,55.301777
1820,84.99,-49.71,-20.25,35.503,36.2457,27.5238,,100.520874
1821,81.22,-50.14,-20.71,34.923,36.2508,26.0496,,97.67094
1822,77.83,-55.06,-23.45,36.153,36.2691,22.2172,,98.17848
1823,77.74,-57.43,-24.74,36.133,36.3087,20.9551,,99.76863
1824,48.11,-12.03,-3.29,33.773,36.3138,45.4516,,49.70027
1825,51.39,-15.79,-5.04,34.009,36.345,42.0354,,53.99683
1826,52.0,-16.16,-5.21,34.494,36.3618,41.8244,,54.701824
1827,97.46,-38.29,-13.87,35.859,36.3639,37.1746,,105.62648
1828,3.77,-40.96,-20.78,33.143,36.3678,-25.6378,,46.084084
1829,23.58,-24.05,-10.94,33.563,36.3749,11.4715,,35.41331
1830,31.56,-21.68,-9.28,34.283,36.4101,23.0009,,39.397644
1831,98.57,-39.07,-14.28,35.869,36.4089,36.9644,,106.98798
1832,36.56,-129.32,-64.24,36.149,36.4021,-16.1095,,148.95326
1833,52.95,-16.31,-5.28,34.499,36.4266,41.9562,,55.65606
1834,51.79,-16.12,-5.25,34.339,36.4282,41.7774,,54.49423
1835,9.48,-7.6,-3.36,31.509,36.4618,18.4963,,12.606348
1836,43.31,-15.19,-5.32,34.353,36.502,39.4709,,46.20384
1837,23.08,-42.61,-20.61,34.583,36.4863,-4.3159,,52.659954
1838,17.66,-140.94,-71.6,36.319,36.503,-23.9608,,159.06766
1839,52.26,-15.9,-5.19,34.453,36.5214,42.1439,,54.871246
1840,30.68,-47.98,-22.98,34.873,36.528,-0.3319,,61.411915
1841,97.42,-38.85,-14.45,35.859,36.5404,36.7848,,105.87154
1842,98.76,-38.59,-14.25,35.879,36.5507,37.2216,,106.98499
1843,75.37,-79.55,-36.76,34.943,36.5624,10.4149,,115.58606
1844,84.32,-49.65,-20.82,36.283,36.5697,27.2119,,100.042274
1845,87.65,-20.62,-5.65,34.703,36.5816,46.2518,,90.219894
1846,6.55,-15.72,-7.75,32.453,36.5887,-9.8407,,18.710516
1847,1.38,-11.57,-5.9,31.103,36.5906,-24.2904,,13.060601
1848,73.3,-50.22,-21.81,36.123,36.6069,22.9958,,91.491066
1849,95.93,-37.75,-14.09,35.869,36.615,37.0403,,104.04881
1850,45.74,-23.67,-9.66,34.273,36.6243,30.5851,,52.399734
1851,79.06,-45.45,-19.07,34.973,36.6403,27.824,,93.16572
1852,88.03,-46.89,-19.31,35.813,36.6377,29.8305,,101.591484
1853,16.58,-57.37,-28.77,34.543,36.6393,-15.8475,,66.2867
1854,53.71,-53.33,-24.61,35.252,36.6555,12.1554,,79.58961
1855,40.16,-19.87,-8.05,34.243,36.6684,31.6842,,45.524113
1856,18.79,-137.8,-70.34,36.229,36.6508,-23.4171,,155.85127
1857,32.57,-24.31,-10.79,34.173,36.6951,20.4974,,42.05003
1858,42.06,-20.45,-8.28,33.983,36.7258,32.0959,,47.49531
1859,76.82,-48.86,-21.11,35.393,36.7256,25.0326,,93.45718
1860,30.7,-22.87,-10.18,32.613,36.7348,20.5329,,39.612614
1861,44.35,-18.94,-7.38,33.993,36.7381,35.1813,,48.786377
1862,2.6,-37.57,-19.39,34.573,36.7501,-26.8258,,42.358437
1863,19.61,-33.68,-16.43,34.223,36.7512,-2.6947,,42.294674
1864,18.42,-83.81,-42.57,35.299,36.7595,-19.2539,,95.789444
1865,18.88,-84.63,-43.0,35.743,36.7724,-19.0945,,96.786835
1866,18.59,-84.0,-42.78,35.639,36.8244,-19.1893,,96.081825
1867,2.92,-1.34,-0.54,29.795,36.8203,33.579,,3.257852
1868,9.09,-30.46,-15.39,33.503,36.8367,-15.4213,,35.31702
1869,5.45,-43.07,-22.17,34.122,36.8409,-23.9288,,48.746655
1870,14.07,-19.95,-9.65,32.293,36.8567,2.105,,26.250523
1871,41.96,-26.02,-11.32,34.613,36.8853,25.6687,,50.65397
1872,74.28,-50.56,-22.41,35.639,36.8882,23.0598,,92.60691
1873,6.44,-15.67,-7.84,31.433,36.8877,-10.1658,,18.667835
1874,61.1,-91.99,-44.95,36.283,36.9644,0.5015,,119.23033
1875,69.18,-49.14,-22.13,35.243,37.0061,21.7979,,87.69463
1876,-16.07,-44.86,-24.41,34.183,37.0215,-47.856,,53.53982
1877,49.41,-33.35,-14.98,34.833,37.0921,23.2147,,61.465202
1878,41.79,-20.86,-8.78,33.263,37.0605,31.3112,,47.525066
1879,-1.22,-40.92,-21.6,34.723,37.0837,-31.8809,,46.28709
1880,54.39,-57.08,-27.22,35.322,37.0902,10.3822,,83.41059
1881,27.6,-24.22,-11.33,33.663,37.1139,15.6067,,38.42834
1882,6.64,-10.66,-5.27,31.033,37.116,-1.1515,,13.619769
1883,37.88,-19.9,-8.53,33.623,37.132,29.983,,43.631012
1884,9.26,-41.11,-21.2,33.513,37.138,-19.0422,,47.172234
1885,9.31,-41.12,-21.21,33.753,37.1386,-18.983,,47.195282
1886,73.69,-50.04,-22.63,35.699,37.1658,23.0123,,91.903946
1887,45.75,-10.81,-3.37,34.273,37.191,45.9706,,47.13041
1888,-9.9,-44.71,-24.16,34.013,37.215,-41.4025,,51.775475
1889,41.08,-25.64,-11.48,33.513,37.2263,25.3441,,49.76712
1890,6.69,-3.77,-1.65,31.393,37.245,28.1439,,7.8543935
1891,-0.51,-41.64,-22.1,34.503,37.2797,-30.997,,47.14403
1892,73.54,-49.71,-22.7,35.679,37.3083,23.0828,,91.62154
1893,47.43,-11.21,-3.58,34.323,37.3227,45.9114,,48.868042
1894,49.66,-10.46,-3.09,34.073,37.3449,47.4905,,50.843636
1895,30.38,-22.68,-10.55,33.343,37.3594,20.2172,,39.352627
1896,3.12,-41.07,-21.69,33.263,37.3661,-26.5328,,46.550354
1897,51.59,-15.32,-5.59,34.303,37.3671,42.2496,,54.10618
1898,-10.87,-43.33,-23.59,34.239,37.3824,-42.8113,,50.51865
1899,44.04,-21.71,-9.44,33.713,37.4526,31.4538,,49.99959
1900,38.06,-20.08,-8.86,33.833,37.4577,29.7417,,43.934834
1901,74.03,-49.89,-23.02,35.319,37.458,23.1086,,92.19205
1902,53.6,-57.04,-27.83,36.033,37.4583,9.8481,,83.07244
1903,13.9,-8.67,-3.96,32.423,37.4752,25.2563,,16.854094
1904,73.48,-49.52,-22.88,35.609,37.4768,23.0969,,91.51522
1905,37.08,-20.4,-9.11,34.013,37.5,28.6336,,43.290627
1906,26.39,-12.12,-5.23,32.323,37.5612,33.1323,,29.507277
1907,74.14,-49.8,-23.15,35.779,37.5686,23.1532,,92.264305
1908,80.35,-33.57,-14.19,35.563,37.5896,35.3259,,88.22938
1909,7.79,-40.32,-21.26,34.183,37.5981,-20.6831,,46.242558
1910,-11.76,-46.02,-25.26,34.219,37.6163,-43.0269,,53.79782
1911,73.33,-49.57,-23.17,35.319,37.6293,22.9496,,91.494934
1912,6.08,-9.68,-4.92,31.863,37.6381,-1.1089,,12.444886
1913,38.46,-18.36,-8.06,34.193,37.6403,32.176,,43.37309
1914,-0.93,-38.88,-20.94,33.633,37.65,-31.5961,,44.17016
1915,37.92,-70.02,-35.83,35.959,37.6413,-4.6248,,87.318474
1916,51.81,-15.3,-5.81,34.291,37.6604,42.2321,,54.333435
1917,25.16,-43.19,-22.06,34.347,37.6782,-2.939,,54.635567
1918,41.59,-25.71,-11.93,34.603,37.7206,25.4076,,50.329487
1919,34.87,-45.81,-23.06,34.223,37.7142,3.8553,,62.018036
1920,36.79,-20.88,-9.59,32.893,37.7672,27.6994,,43.375645
1921,52.33,-17.05,-6.84,34.073,37.8095,40.3903,,55.46095
1922,36.99,-53.31,-27.21,35.023,37.859,1.3462,,70.360504
1923,21.12,-82.57,-43.76,35.579,37.8593,-17.6537,,95.80604
1924,-12.63,-43.91,-24.38,33.379,37.9114,-44.5243,,51.787926
1925,42.87,-28.88,-13.78,33.603,37.9181,22.9172,,53.495605
1926,31.01,-46.52,-23.89,34.093,37.9308,0.2934,,60.798542
1927,72.74,-24.92,-10.3,35.176,37.9168,39.3784,,77.57709
1928,34.08,-41.89,-21.25,33.893,37.9401,5.5968,,58.032585
1929,5.59,-4.3,-2.09,31.543,37.9675,19.1531,,7.355692
1930,32.61,-47.72,-24.55,34.423,37.9983,0.91,,62.795803
1931,53.45,-85.57,-44.31,35.939,38.0296,-1.362,,110.19303
1932,19.14,-72.13,-38.5,34.739,38.0529,-17.2168,,83.972176
1933,3.44,-1.41,-0.63,30.143,38.0997,35.4946,,3.770756
1934,51.46,-15.29,-6.18,34.099,38.1178,41.9442,,54.038025
1935,67.13,-48.15,-23.56,35.643,38.1733,21.0326,,85.90654
1936,81.48,-39.51,-18.21,36.393,38.1591,31.564,,92.366844
1937,30.68,-45.32,-23.52,34.442,38.1638,0.6173,,59.568073
1938,-4.71,-91.15,-50.11,35.123,38.1767,-33.0025,,104.12261
1939,74.93,-58.75,-29.03,36.393,38.1686,18.466,,99.543
1940,42.94,-28.39,-13.8,34.183,38.2242,23.3277,,53.294235
1941,15.21,-38.07,-20.28,34.483,38.2495,-10.9739,,45.737812
1942,14.61,-36.13,-19.25,33.813,38.2642,-10.76,,43.467133
1943,13.54,-35.38,-18.92,33.143,38.316,-11.7451,,42.34433
1944,89.14,-54.4,-26.33,36.063,38.3099,25.506,,107.69665
1945,42.07,-24.01,-11.53,33.953,38.33,27.3003,,49.79263
1946,41.39,-28.24,-13.88,34.333,38.3259,22.3939,,51.993114
1947,41.99,-28.29,-13.89,34.563,38.3327,22.7506,,52.501583
1948,37.53,-39.82,-20.43,34.402,38.3448,9.6017,,58.408203
1949,31.73,-23.06,-11.44,33.423,38.3517,20.5788,,40.85866
1950,89.91,-107.75,-55.91,36.443,38.3944,6.1377,,151.06224
1951,47.49,-56.14,-29.08,34.513,38.3794,6.5277,,79.07368
1952,17.18,-83.67,-45.48,35.459,38.3842,-20.1823,,96.769066
1953,83.47,-38.73,-18.09,35.803,38.4053,32.5374,,93.77901
1954,48.35,-57.23,-29.7,35.043,38.4114,6.4733,,80.592094
1955,17.47,-62.07,-33.63,34.449,38.4419,-16.5111,,72.72456
1956,32.79,-47.68,-25.13,33.493,38.4848,0.9236,,63.087902
1957,76.14,-80.55,-41.63,36.223,38.4748,9.6318,,118.40042
1958,46.87,-11.94,-4.81,34.103,38.4936,44.3444,,48.605522
1959,31.6,-22.6,-11.3,33.508,38.5,20.9768,,40.45998
1960,11.34,-5.97,-2.88,30.823,38.5558,29.3109,,13.135102
1961,39.25,-18.18,-8.62,33.923,38.5836,32.5056,,44.106453
1962,12.36,-37.52,-20.4,33.839,38.6079,-14.2717,,44.45987
1963,15.17,-37.54,-20.3,33.973,38.6022,-10.8437,,45.293163
1964,44.95,-27.54,-13.63,34.763,38.6075,25.2694,,54.449345
1965,40.92,-17.82,-8.4,33.843,38.6373,33.9419,,45.4154
1966,36.67,-52.34,-27.79,34.733,38.6491,1.3477,,69.688225
1967,32.1,-13.42,-6.28,32.673,38.6534,34.8694,,35.354557
1968,47.12,-11.52,-4.68,34.123,38.6613,44.9133,,48.73302
1969,13.08,-38.13,-20.81,33.693,38.7243,-13.6583,,45.36562
1970,31.34,-22.41,-11.43,32.893,38.7922,20.8526,,40.187668
1971,64.74,-47.76,-24.51,35.423,38.8519,19.9412,,84.10128
1972,4.61,-10.52,-5.74,30.883,38.8661,-9.3564,,12.840176
1973,32.9,-12.04,-5.63,32.733,38.9053,37.6389,,35.483356
1974,50.61,-49.94,-26.35,34.593,38.931,11.4656,,75.82677
1975,12.66,-36.8,-20.27,33.579,38.9358,-13.6549,,43.87925
1976,12.23,-18.02,-9.75,32.833,39.004,0.4202,,23.861177
1977,21.33,-79.77,-44.29,35.832,39.015,-17.2629,,93.70072
1978,33.64,-47.41,-25.64,34.883,39.0279,1.5536,,63.53556
1979,43.98,-28.12,-14.42,33.593,39.0403,23.899,,54.15636
1980,3.97,-2.4,-1.23,30.523,39.0674,25.4236,,4.799354
1981,32.69,-47.57,-25.85,34.663,39.0984,0.7086,,63.243683
1982,39.57,-18.76,-9.32,33.913,39.0991,31.7114,,44.77259
1983,40.28,-18.31,-9.07,34.513,39.1262,32.7153,,45.16635
1984,35.95,-40.93,-22.02,34.693,39.1319,7.3095,,58.758385
1985,50.64,-50.42,-27.07,34.943,39.2319,11.087,,76.41578
1986,35.93,-43.67,-23.7,34.533,39.2364,5.4523,,61.316586
1987,1.03,-41.29,-23.44,34.243,39.2379,-29.1906,,47.490616
1988,17.74,-33.18,-18.32,33.318,39.2443,-5.3492,,41.847847
1989,66.64,-48.81,-25.78,35.283,39.3076,19.9489,,86.53274
1990,39.85,-63.98,-35.32,34.953,39.351,-1.8215,,83.24041
1991,30.48,-21.43,-11.32,33.653,39.3562,21.1008,,38.941208
1992,64.34,-41.83,-21.96,35.153,39.3645,23.3,,79.822464
1993,37.33,-16.24,-8.17,33.923,39.3774,33.6321,,41.521263
1994,33.77,-47.21,-25.98,34.463,39.3873,1.6519,,63.59369
1995,-1.89,-37.86,-21.71,34.243,39.4026,-32.9245,,43.683815
1996,53.49,-14.82,-6.89,34.703,39.4059,42.6359,,55.93107
1997,-2.28,-3.28,-1.95,28.482,39.4491,-61.3403,,4.445143
1998,39.47,-63.31,-35.19,35.263,39.4947,-1.8442,,82.488625
1999,33.2,-46.8,-25.94,34.783,39.5316,1.3884,,62.971134
2000,45.91,-104.84,-58.95,36.649,39.5432,-9.5439,,128.74104
2001,11.66,-18.29,-10.19,32.567,39.5483,-1.3187,,23.964888
2002,34.27,-46.6,-25.86,34.413,39.5795,2.31,,63.361916
2003,33.85,-46.37,-25.74,34.619,39.5814,2.1192,,62.916985
2004,36.98,-20.21,-10.7,33.013,39.7161,27.8468,,43.47936
2005,31.02,-32.88,-18.2,33.843,39.7319,9.0973,,48.72961
2006,40.93,-16.94,-8.72,34.353,39.7319,34.6223,,45.14717
2007,12.0,-36.07,-20.56,33.643,39.7411,-14.3206,,43.21757
2008,3.83,-24.29,-13.97,33.403,39.7827,-22.662,,28.281334
2009,40.35,-12.0,-5.92,34.453,39.7961,41.2456,,42.51081
2010,21.76,-21.68,-12.01,33.503,39.7991,10.8468,,32.98121
2011,4.0,-1.21,-0.6,30.143,39.8192,40.8728,,4.22186
2012,33.62,-46.17,-25.97,34.823,39.8507,1.9624,,62.74085
2013,3.87,-8.2,-4.67,30.943,39.8723,-8.135,,10.199304
2014,54.87,-54.59,-30.42,34.433,39.9048,10.8436,,83.16346
2015,22.64,-21.15,-11.73,32.673,39.8693,12.6805,,33.12831
2016,6.97,-37.24,-21.52,33.403,39.9271,-21.24,,43.57188
2017,62.02,-48.1,-26.55,35.243,39.9609,18.0243,,82.855255
2018,49.25,-13.08,-6.44,33.843,39.966,43.0973,,51.362656
2019,90.9,-48.54,-26.17,35.743,39.9915,28.3252,,106.31938
2020,32.96,-45.96,-26.08,34.843,40.0263,1.5088,,62.28041
2021,62.25,-48.45,-26.9,35.663,40.0579,17.8826,,83.34312
2022,29.36,-78.46,-45.27,35.089,40.0854,-12.4883,,95.22266
2023,4.04,-1.34,-0.7,30.083,40.0999,39.0632,,4.3136063
2024,28.82,-53.6,-30.75,34.179,40.105,-5.4403,,68.18442
2025,43.13,-21.45,-11.6,33.463,40.1147,30.0803,,49.54654
2026,18.24,-88.69,-51.61,35.739,40.131,-20.3727,,104.22191
2027,21.43,-78.18,-45.48,35.689,40.1913,-17.1202,,92.950455
2028,60.48,-41.21,-22.93,35.543,40.2083,21.6094,,76.69341
2029,32.61,-34.95,-19.87,34.453,40.2302,8.5958,,51.766125
2030,4.29,-8.54,-4.94,31.593,40.2603,-6.9358,,10.75822
2031,5.18,-10.99,-6.37,31.413,40.2699,-8.2558,,13.718214
2032,63.68,-16.17,-8.21,34.829,40.2888,43.6827,,66.2119
2033,37.57,-86.78,-50.47,35.513,40.3243,-9.9326,,107.18906
2034,29.95,-82.9,-48.41,35.439,40.3596,-13.1283,,100.56312
2035,3.94,-5.69,-3.3,30.493,40.4373,0.4432,,7.667444
2036,4.8,-24.32,-14.33,33.033,40.4487,-20.7988,,28.633045
2037,36.27,-42.61,-24.6,34.403,40.4758,5.9481,,61.12516
2038,-1.26,0.01,-0.02,28.74,40.4772,59.6032,,1.2601984
2039,41.66,-18.96,-10.47,33.873,40.4794,32.0881,,46.95379
2040,1.5,-11.66,-6.91,31.333,40.5288,-24.1321,,13.636484
2041,38.47,-71.58,-41.88,36.463,40.542,-5.5686,,91.419754
2042,14.06,-64.49,-38.12,34.603,40.552,-19.8287,,76.2219
2043,71.17,-54.33,-31.07,35.773,40.5652,18.2171,,94.7748
2044,30.64,-51.13,-29.93,34.969,40.5958,-3.1075,,66.70001
2045,32.41,-72.78,-42.88,35.009,40.6392,-9.4678,,90.476685
2046,12.59,-33.29,-19.67,33.619,40.6599,-12.4212,,40.664986
2047,85.39,-27.33,-14.88,35.143,40.6668,39.5339,,90.883415
2048,11.47,-5.99,-3.39,32.383,40.7014,28.5737,,13.376588
2049,45.03,-19.89,-11.16,33.533,40.7066,32.6855,,50.47632
2050,69.42,-75.11,-43.9,36.043,40.7574,8.1302,,111.30076
2051,33.9,-71.6,-42.34,35.893,40.7493,-8.2895,,89.824524
2052,40.49,-87.6,-51.9,35.463,40.7828,-8.7738,,109.57559
2053,39.17,-11.91,-6.53,34.003,40.7971,40.4267,,41.458145
2054,41.23,-18.38,-10.4,33.602,40.8128,32.4249,,46.32383
2055,7.62,-56.29,-33.69,35.323,40.8255,-23.839,,66.04275
2056,34.21,-71.62,-42.46,35.669,40.808,-8.125,,90.01444
2057,41.72,-19.34,-11.0,33.793,40.8582,31.4708,,47.28207
2058,50.02,-14.37,-7.89,33.853,40.8612,41.4068,,52.63791
2059,5.13,-15.67,-9.35,33.073,40.8722,-14.7544,,18.954903
2060,2.92,-1.04,-0.58,26.833,40.8755,37.3411,,3.1534743
2061,39.59,-57.24,-33.86,34.723,40.8804,0.3068,,77.396935
2062,41.11,-18.8,-10.71,33.323,40.8858,31.79,,46.456177
2063,18.14,-61.7,-36.89,35.143,40.9007,-16.297,,74.14056
2064,-1.24,-41.12,-24.78,33.913,40.9085,-31.9449,,48.025414
2065,38.4,-42.1,-24.83,34.083,40.9299,7.6915,,62.15705
2066,0.33,-10.95,-6.6,31.893,40.9347,-29.0033,,12.789503
2067,41.91,-18.58,-10.61,34.053,40.934,32.4957,,47.055676
2068,-6.09,-41.86,-25.33,34.333,40.9403,-37.5566,,49.304733
2069,18.84,-61.36,-36.71,35.319,40.9251,-15.7056,,73.94335
2070,35.37,-40.26,-23.79,34.453,40.9548,6.6429,,58.63334
2071,40.48,-17.29,-9.88,33.603,40.9685,33.3488,,45.113068
2072,41.57,-17.9,-10.23,34.113,40.9787,33.1685,,46.40181
2073,-105.99,-90.34,-56.05,35.689,41.0329,-75.3793,,150.1226
2074,41.42,-49.23,-29.19,34.228,41.0014,5.4299,,70.64889
2075,30.54,-68.21,-40.86,35.339,41.0334,-9.4524,,85.17532
2076,49.88,-50.73,-30.1,35.223,41.0818,9.7559,,77.24997
2077,46.12,-19.32,-11.14,33.893,41.1063,33.735,,51.229057
2078,23.86,-54.04,-32.46,35.059,41.0941,-9.7377,,67.4038
2079,13.2,-18.76,-11.2,31.753,41.0864,0.6751,,25.526802
2080,55.56,-43.02,-25.39,34.033,41.1029,17.5775,,74.7147
2081,67.31,-53.62,-31.81,35.533,41.1804,16.7293,,91.74757
2082,56.11,-40.63,-24.04,35.473,41.1791,19.455,,73.32838
2083,36.65,-43.62,-26.09,34.123,41.1795,5.3354,,62.66271
2084,51.91,-43.55,-25.87,34.853,41.1791,15.24,,72.52936
2085,33.87,-70.74,-42.62,35.629,41.1893,-8.1641,,89.262474
2086,60.4,-16.62,-9.43,33.753,41.2199,41.9887,,63.350685
2087,15.63,-58.8,-35.62,34.279,41.2238,-17.6592,,70.50192
2088,4.86,-59.09,-35.98,34.613,41.2685,-26.4494,,69.35278
2089,9.73,-31.3,-18.99,33.473,41.2731,-15.5878,,37.88117
2090,12.07,-33.28,-20.17,34.023,41.2829,-13.2368,,40.743984
2091,32.9,-58.36,-35.26,34.832,41.2912,-4.7109,,75.707115
2092,43.49,-17.0,-9.93,33.823,41.3091,35.1887,,47.738716
2093,16.16,-60.97,-37.08,35.113,41.325,-17.7083,,73.16702
2094,16.63,-83.57,-50.94,35.549,41.3554,-20.8218,,99.27429
2095,35.77,-46.53,-28.1,35.073,41.3526,2.8806,,65.0703
2096,18.95,-70.52,-42.97,35.149,41.3733,-17.5423,,84.726585
