ra,dec,dist,sigma_dist,d_dist
5.7084,24.1523,120.81076,1.0991394815945792,0.3866293563754716
5.7207,-14.5344,61.185772,0.7822133468562142,0.04157882233218899
5.7392,25.2123,117.43658,1.0836815953037129,9.145523993633112e-05
5.7388,-22.1187,70.26558,0.8382456680472616,-0.6048428958619926
5.7378,16.253,48.750565,0.6982160482257623,0.22098137267166748
5.7562,-56.8347,100.2172,1.0010854109415441,-0.09739219435187307
5.9508,14.6839,49.618713,0.7044055153106057,0.7044055153106057
5.9726,28.3328,63.736286,0.7983500861151078,0.7983500861151078
5.986,24.3058,53.480747,0.7313053192750618,0.2821716363085137
6.0095,25.6624,70.03202,0.8368513607564966,-0.6385654642681216
6.0849,-14.2322,68.91176,0.8301310739877167,-0.8301310739877167
6.1178,-3.8569,39.59261,0.6292265887579768,0.6292265887579768
6.1521,-13.9564,69.78462,0.8353718932307933,0.21949331765608907
6.1538,29.2872,44.225914,0.6650256686775332,0.31930768790161257
6.1612,33.2561,45.283478,0.6729299963592053,-0.6729299963592053
6.181,-6.0229,77.90963,0.8826643189797582,0.8186168557201726
6.1936,29.5601,43.27375,0.657827865022454,0.29893036091033587
6.1819,21.101,50.054443,0.7074916465937955,-0.7074916465937955
6.3264,-14.5574,69.62149,0.8343949304735738,-0.39343790892876546
6.2639,31.3445,64.4686,0.8029234085515257,0.21174471661561595
6.2922,6.4909,82.69574,0.9093719810946453,0.04771183636291055
6.3536,6.7063,85.3797,0.9240113635664878,-0.2699694957891805
6.3199,12.8838,49.1658,0.7011832855965693,-0.07256424382318895
6.3546,-41.6023,77.48313,0.8802450227067462,-0.22180183300130618
6.3746,45.9217,47.811695,0.6914600133051803,0.10549087664824465
6.375,24.8111,42.010174,0.6481525592019213,0.6481525592019213
6.4257,-8.2828,59.356552,0.770432034640305,-0.770432034640305
6.4489,-2.2849,49.63311,0.7045077004547218,-0.16686283520181025
6.4958,14.348,107.49371,1.0367917341491493,0.18300661945360464
6.5724,-4.4922,36.310562,0.602582459087551,0.17836078618078763
6.639,-41.8556,1.1673046,0.10804187151285377,-0.0401823474088716
6.6933,-33.677,15.644123,0.39552652249880793,-0.39552652249880793
6.7029,31.7032,59.475117,0.7712011216278151,0.2529504849291791
6.7277,-2.5009,38.1582,0.617723238999473,0.617723238999473
6.7355,50.0307,48.95792,0.6996993640128595,-0.6996993640128595
6.7425,-1.7861,38.21076,0.6181485258414843,0.5339740132481126
6.7622,11.5838,17.803003,0.4219360496568171,-0.13861663485709827
6.8754,-1.5136,37.864506,0.615341417426131,-0.03773540988505314
6.9573,-1.2,38.416706,0.619812116693438,-0.619812116693438
6.9648,3.4897,10.337364,0.32151771335340146,-0.10753358375279258
6.9683,-1.8103,38.10728,0.6173109427184975,0.6173109427184975
6.9943,2.5074,40.410885,0.6356955639297792,0.3703913526320174
7.0101,-8.121,67.247574,0.8200461816263765,0.8200461816263765
